Nothing	ID	Sentiment	Tweet	Time
NA	2157	positive	i can't get my head around how some people are impressed by popularity or status.  reality is a rare beast.	Fri Aug 01 00:33:50 +0000 2014
NA	2158	positive	@MrRustyOuthouse great show today! :)	Thu Jul 31 16:41:07 +0000 2014
NA	2159	neutral	RT @Joelwillans: Hard to believe these amazing portraits by @shutter_se7en were taken on a smartphone http://t.co/mkM89msXcX #Lumia http://…	Thu Jul 31 15:21:04 +0000 2014
NA	2160	positive	RT @jogebauer: Top Five Things You Did Not Know About Twitter http://t.co/Y2yeFFWBTw	Thu Jul 31 15:06:47 +0000 2014
NA	2161	positive	RT @uptownsaintjohn: Peter Butler @MrRustyOuthouse playing at @sjcitymarket now 'til 1:30. he's amazing, come for lunch! #livelifeuptown ht…	Thu Jul 31 14:41:45 +0000 2014
NA	2162	neutral	my heart still breaks for this boy MT @CBCNews Manitoba to name Aug long wknd as Terry Fox Day http://t.co/CgXIVfLjGI http://t.co/Qa5XoL45mL	Thu Jul 31 00:42:28 +0000 2014
NA	2163	positive	fool's gold https://t.co/AnLCf1HYnS	Wed Jul 30 23:04:51 +0000 2014
NA	2164	neutral	it's just life	Wed Jul 30 21:03:56 +0000 2014
NA	2165	positive	@cbcasithappens ..SUCH a great teaser!	Wed Jul 30 20:53:42 +0000 2014
NA	2166	positive	RT @uptownsaintjohn: #UptownMugs #16 . Eric Scouten - very cool uptown guy! @Scoutenout @SJAH_NB http://t.co/VCxfaGP41d  #livelifeuptown	Wed Jul 30 14:41:57 +0000 2014
NA	2167	neutral	yesterday https://t.co/R10VP5RLcA	Wed Jul 30 13:15:16 +0000 2014
NA	2168	negative	RT @DavidEbner: Even in death, sports can be very cruel. An ode to the Toronto Maple Leafs, in the last line of a man's obituary. http://t.…	Tue Jul 29 02:30:34 +0000 2014
NA	2169	negative	don't wait for the weekend to live, you'll miss 5/7 - 71% of your life. #enjoyeveryday	Mon Jul 28 16:01:47 +0000 2014
NA	2170	positive	i LOVE this! i do this all the time w my phone camera. feel the unique energy of the big picture, small :) https://t.co/bGgfZs0ovM	Mon Jul 28 15:55:37 +0000 2014
NA	2171	positive	love of the loveless https://t.co/hqRP2xjy5I	Mon Jul 28 03:08:02 +0000 2014
NA	2172	positive	@johncormier1 i can't get it out of my head ;)	Sun Jul 27 15:44:07 +0000 2014
NA	2173	negative	'..yesterday don't matter if it's gone.'	Sun Jul 27 15:39:43 +0000 2014
NA	2174	positive	RT @lpgauthier: The more you travel it.. The more you love it #NewBrunswick http://t.co/ZliSc87i7R	Sun Jul 27 14:20:28 +0000 2014
NA	2175	neutral	RT @CBCThisIsThat: Give a man a fish and you feed him for a day. Teach a man to fish and he'll systematically overfish the oceans. - Canadi…	Sun Jul 27 12:04:29 +0000 2014
NA	2176	positive	maybe the 'study' determining that men who do housework have successful daughters had more to do with the moms being out working.	Sat Jul 26 13:42:49 +0000 2014
NA	2177	positive	keaton and douglas together, you can't go wrong.  'and so it goes.' #RobReiner	Fri Jul 25 16:45:04 +0000 2014
NA	2178	positive	Everything about this is beautiful. http://t.co/kxZm1azMt7 Rog Walker, photographer http://t.co/jKvMYbufiV	Fri Jul 25 16:31:20 +0000 2014
NA	2179	neutral	#cash https://t.co/0VK5eZJbUB	Fri Jul 25 12:22:19 +0000 2014
NA	2180	neutral	RT @hooperstudios: John Hooper working on "newspaper man" Post Office people-Saint John 1974. #tbt #SaintJohn http://t.co/m3WGERkSMO	Thu Jul 24 18:34:08 +0000 2014
NA	2181	negative	just a little bit of noise pollution happening tonight!?!	Thu Jul 24 00:46:45 +0000 2014
NA	2182	positive	RT @rodstears: Ian McCarthy announcing Saint John Mill Rats going ahead with 2 more seasons.  Great news !!!!! @VisitSaintJohn @JamesWalshP…	Wed Jul 23 15:15:01 +0000 2014
NA	2183	neutral	@MarillionOnline LAVENDER https://t.co/bTyuZoO4v3	Tue Jul 22 18:33:45 +0000 2014
NA	2184	neutral	I just used Shazam to discover Sex And Candy by Marcy Playground. http://t.co/TwQZf5OjGG	Tue Jul 22 11:55:02 +0000 2014
NA	2185	negative	steven spielberg is the exec producer of 'united states of tara.' seems a bit of a swing for him. serious subject, funny show.	Tue Jul 22 00:59:24 +0000 2014
NA	2186	neutral	RT @MarioBegner: Things can change so quickly. People change, move-on or simply leave. You gotta know yourself.	Mon Jul 21 18:27:57 +0000 2014
NA	2187	positive	@bigmanv1v i think our sea dogs might be on that trophy. #memorialcup	Mon Jul 21 17:09:07 +0000 2014
NA	2188	neutral	ughhh..	Mon Jul 21 16:32:47 +0000 2014
NA	2189	neutral	RIP James Garner aka Jim Rockford. http://t.co/KixbQPURlY my mom will be heartbroken.	Sun Jul 20 22:17:25 +0000 2014
NA	2190	negative	i just drove by a fluffy, white gowned bride and wedding party getting pics taken this hot sunny day.  people are funny.	Sat Jul 19 21:49:25 +0000 2014
NA	2191	neutral	I just used Shazam to discover Whiskey by Breagh Mackinnon. http://t.co/El5JBlGtWe	Sat Jul 19 20:35:36 +0000 2014
NA	2192	negative	the greatest heartache lies not in accepting the impossible, but in accepting the impossibility of the possible	Fri Jul 18 12:18:53 +0000 2014
NA	2193	positive	@afhitcom curious cat :)	Thu Jul 17 02:19:17 +0000 2014
NA	2194	neutral	and..  everybody pounce!   small town politics.	Wed Jul 16 22:53:16 +0000 2014
NA	2195	neutral	Biffy Clyro - Black Chandelier (Official Video): http://t.co/U70kdReSk1	Wed Jul 16 03:17:18 +0000 2014
NA	2196	positive	we don't all have common denominators. some have a better fighting chance.	Wed Jul 16 02:27:34 +0000 2014
NA	2197	neutral	@nickcalder is that what you call it? totally wrong, but i can see it.	Tue Jul 15 23:27:57 +0000 2014
NA	2198	neutral	awww.. http://t.co/ypAZG7KdKU	Tue Jul 15 15:43:38 +0000 2014
NA	2199	negative	if i could see anyone perform live right now, it would be norah jones. feeling melancholy.	Tue Jul 15 14:11:14 +0000 2014
NA	2200	positive	http://t.co/vdeT6eD0Ji yeah youre great, youre just part of this lifetime of dreaming that extends to the heart of this long summer feeling	Sun Jul 13 21:19:52 +0000 2014
NA	2201	neutral	I just used Shazam to discover Virginia Moon by Foo Fighters. http://t.co/KKuQact7rT	Sun Jul 13 20:25:12 +0000 2014
NA	2202	neutral	the challenge, for some, is trying to fit two souls strength back into one.	Sun Jul 13 17:32:23 +0000 2014
NA	2203	positive	@job_burns have a super fun party tonight, and happy happy bday! :)	Sat Jul 12 19:42:39 +0000 2014
NA	2204	positive	'god gave you style and gave you grace..and put a smile upon your face.'	Fri Jul 11 16:41:53 +0000 2014
NA	2205	neutral	sometimes life just gets in the way	Thu Jul 10 22:37:40 +0000 2014
NA	2206	positive	'the more real you get, the more unreal the world gets.' #JohnLennon	Thu Jul 10 18:55:50 +0000 2014
NA	2207	negative	'to see the world in a grain of sandand heaven in a wild flower,hold infinity in the palm of your handand eternity in an hour.' ~wb	Thu Jul 10 02:12:33 +0000 2014
NA	2208	positive	@DCShalala haha..not 'owed,' but i'll take it.  thank you! :)	Wed Jul 09 16:47:33 +0000 2014
NA	2209	positive	'even through the darkest phase, be it thick or thin, always someone marches brave here beneath my skin'	Wed Jul 09 14:50:28 +0000 2014
NA	2210	positive	glad today is over.	Wed Jul 09 01:34:22 +0000 2014
NA	2211	positive	@ApryllAileen @bigfishmediasj two lovely, thoughtful ladies! thanks again girls :)	Tue Jul 08 18:06:46 +0000 2014
NA	2212	neutral	http://t.co/tQ3Ij19hU3 thinking about you #norahjones	Tue Jul 08 17:44:21 +0000 2014
NA	2213	positive	@ApryllAileen ahhhh...you're a sweetheart, apryll! xo thank you!	Tue Jul 08 14:46:03 +0000 2014
NA	2214	negative	'well something's lost, but something's gained in living every day...i really don't know life at all.' http://t.co/iMWhg5JeJu	Sat Jul 05 12:34:58 +0000 2014
NA	2215	negative	dissatisfaction is a symptom of ambition	Sat Jul 05 02:35:24 +0000 2014
NA	2216	neutral	RT @cchi9: #truth #quote RT "@dailyzen: “Whatever it is you’re seeking won’t come in the form you’re expecting.” —  Haruki Murakami"	Sat Jul 05 00:43:23 +0000 2014
NA	2217	negative	bad ideas are looking good	Fri Jul 04 14:22:23 +0000 2014
NA	2218	positive	this guy can't sing a bad song. @chrisvelan http://t.co/JlReKEARnR #thelonggoodbye	Fri Jul 04 13:48:02 +0000 2014
NA	2219	positive	have fun! :) MT @JeremyDunsmore Big day today! The band is hitting the road for @RibFestMoncton. We play at 1:35. It'll be a great time!	Fri Jul 04 12:26:21 +0000 2014
NA	2220	neutral	'everyone sees what you appear to be, few really know what you are.' ~machiavelli	Fri Jul 04 11:32:03 +0000 2014
NA	2221	positive	you know that feeling when you get the wind knocked out of you? like that.	Fri Jul 04 00:55:05 +0000 2014
NA	2222	negative	RT @calmesnyt: Proof that selfies are NOT a new idea. RT @History_Pics: This is how people took selfies in 1920. http://t.co/6HdEplYoSZ	Thu Jul 03 15:43:15 +0000 2014
NA	2223	positive	and it makes me wonder.. http://t.co/Z4K9CaPMg9 'how to catch a train in china'	Thu Jul 03 15:25:44 +0000 2014
NA	2224	positive	RT @uptownsaintjohn: Charles Tower playing at the @sjcitymarket now til 1:30pm. Nice easy listening during lunch. #livelifeuptown http://t.…	Thu Jul 03 15:15:18 +0000 2014
NA	2225	positive	RT @cityofsaintjohn: Canadian Living names @rockwoodpark one of the 8 best urban parks in Canada! http://t.co/D4OrV74fjg	Thu Jul 03 12:38:47 +0000 2014
NA	2226	positive	@berriesnbears so weird, i was just thinking about berries and bears five minutes ago, then i see this follow. funny ;)  have a great day!	Thu Jul 03 12:34:27 +0000 2014
NA	2227	positive	RT @uptownsaintjohn: Crowd out already for 'Eclipse' tribute to Pink Floyd show in King's Square til 9pm. grab a blanket/hot drink &amp; enjoy …	Wed Jul 02 22:17:08 +0000 2014
NA	2228	neutral	I just used Shazam to discover Take Me To The River by Annie Lennox. http://t.co/JAJOyukqpg	Wed Jul 02 19:36:39 +0000 2014
NA	2229	neutral	http://t.co/bPuocO3Gtr 'tree by the river' @IronAndWine	Wed Jul 02 12:47:15 +0000 2014
NA	2230	neutral	Landon Pigg - Falling In Love At A Coffee Shop: http://t.co/w1OWx4gcAm	Wed Jul 02 03:07:46 +0000 2014
NA	2231	neutral	season 4, episode 8, first three minutes	Wed Jul 02 00:28:29 +0000 2014
NA	2232	neutral	bleecker street http://t.co/rAuPxXJw21	Wed Jul 02 00:18:23 +0000 2014
NA	2233	neutral	'making your way in the world today takes everything you've got'	Tue Jul 01 19:54:53 +0000 2014
NA	2234	neutral	RT @uptownsaintjohn: Check out @CrimeSceneCandy at 'Art in the Park' today.  King's Square. #livelifeuptown http://t.co/1iIeh7v8zo	Tue Jul 01 15:06:11 +0000 2014
NA	2235	positive	sometimes the most we can hope for is the lesser of the insanities	Tue Jul 01 00:20:33 +0000 2014
NA	2236	positive	one of the best, #rodstewart http://t.co/DIhbMjGGQ4	Mon Jun 30 17:37:40 +0000 2014
NA	2237	negative	RT @_Khryslyn_: She Stretches And Glides Her Body Over A Blank Canvas. When I Realized What She Was Creating, I Was Blown Away http://t.co/…	Mon Jun 30 16:12:10 +0000 2014
NA	2238	neutral	this was a staple in my vhs watching diet in the early 80's MT @HistoricalPics Cruise, Estevez,  Howell, Swayze, Macchio, Lowe, Dillon, 1983	Mon Jun 30 15:03:29 +0000 2014
NA	2239	positive	@mcstackie say thanks, and toss! ;)  it's nice to see you here once in awhile, mike.  it's been years!	Mon Jun 30 12:46:56 +0000 2014
NA	2240	negative	people do change, we aren't leopards	Mon Jun 30 11:08:35 +0000 2014
NA	2241	positive	these ppl have a great sense of humor and perhaps too much time on their hands.. http://t.co/4TTNQjdsZw cc @BuzzFeed #PrayForJustin #cute	Mon Jun 30 01:26:06 +0000 2014
NA	2242	positive	'every time you jump to conclusions, you make me respect you less.'	Sun Jun 29 23:10:50 +0000 2014
NA	2243	positive	@TheFwordNB good to hear :)	Sun Jun 29 20:52:04 +0000 2014
NA	2244	positive	@TheFwordNB ..i take it you guys had fun ;)	Sun Jun 29 20:50:03 +0000 2014
NA	2245	positive	RT @CarlBryanParker: Golden Morning http://t.co/nbggWlnikh	Sun Jun 29 11:21:54 +0000 2014
NA	2246	positive	like the song says, whatever will be, will be.	Sun Jun 29 01:57:12 +0000 2014
NA	2247	neutral	http://t.co/OyA55hmzeO	Sat Jun 28 23:48:05 +0000 2014
NA	2248	neutral	RT @TerryFoxCanada: 33 years ago today...  June 28, 1981 - After treatment with chemotherapy and interferon, Terry Fox dies at... http://…	Sat Jun 28 23:42:52 +0000 2014
NA	2249	positive	RT @Cnelson019Carol: I'll take the glitter and sparkle from the sand on the  beach over diamonds any day .	Sat Jun 28 19:40:41 +0000 2014
NA	2250	neutral	late morning coffee at the beach. summer lovin'	Sat Jun 28 14:20:41 +0000 2014
NA	2251	negative	some puzzle pieces you know just won't fit. you don't even need or want to try.	Fri Jun 27 23:46:08 +0000 2014
NA	2252	positive	I just used Shazam to discover A Happy Place by Katie Melua. http://t.co/ofc4rCvUGN	Fri Jun 27 20:07:07 +0000 2014
NA	2253	positive	just discovered @peirsonross an am totally enamored! http://t.co/i8zwpM3d84 Amazing look, feel, sound, and talent!	Fri Jun 27 14:40:03 +0000 2014
NA	2254	neutral	http://t.co/mUtUrTJnrq #cohen	Fri Jun 27 02:18:57 +0000 2014
NA	2255	positive	one of my fav things - watermelon http://t.co/63vgKiDyIS thankful they are more readily available, but question the 'crop science' #ohwell	Fri Jun 27 01:19:18 +0000 2014
NA	2256	positive	RT @nakedpastor: Feeling a bit like a black sheep? Maybe this CARTOON will pick you up! http://t.co/mnS58sQUva http://t.co/OBOIqF4P4Q	Thu Jun 26 22:04:53 +0000 2014
NA	2257	positive	@FranMenton it's a fitting day for a raincheck, yes?  thanks. :)	Thu Jun 26 17:33:48 +0000 2014
NA	2258	positive	"it has been said that something as small as the flutter of a butterfly's wing can ultimately cause a typhoon halfway around the world."	Thu Jun 26 15:13:34 +0000 2014
NA	2259	positive	so cool http://t.co/i9587DoJzE audio illusion	Thu Jun 26 13:29:39 +0000 2014
NA	2260	positive	@jerryleewilson that must mean you're old ;)	Thu Jun 26 02:22:11 +0000 2014
NA	2261	positive	RT @MITCHELLROYEL: sometimes, silence, is the best response.	Thu Jun 26 02:21:05 +0000 2014
NA	2262	positive	healthy living http://t.co/VSruwB2v70	Wed Jun 25 20:28:32 +0000 2014
NA	2263	negative	tom petty #wildflowers http://t.co/Ft8AOYKldl	Wed Jun 25 14:24:22 +0000 2014
NA	2264	neutral	you can tell a lot about a man by his sandals	Tue Jun 24 23:13:51 +0000 2014
NA	2265	negative	touching where it is tied.  feeling you.	Tue Jun 24 20:30:43 +0000 2014
NA	2266	negative	there is no better pairing than sweetness and edge	Tue Jun 24 17:57:19 +0000 2014
NA	2267	positive	so, i met johnny lightening today ;)	Tue Jun 24 16:32:15 +0000 2014
NA	2268	positive	timeless classic people photos http://t.co/UfEotKcyVK	Tue Jun 24 00:54:45 +0000 2014
NA	2269	positive	RT @morgankatemagee: @morgankatemagee: #JUNO at #imperialtheatre #movienight 🎥🎬🎭✨ thanks @TracyLee1 for the free tickets @ImperialTheatre h…	Mon Jun 23 23:38:09 +0000 2014
NA	2270	positive	RT @rulesolife: Life is all about balance. Be kind, but don't let people run you over. Trust, but don't be deceived. Be content, but never …	Mon Jun 23 01:52:18 +0000 2014
NA	2271	positive	https://t.co/DrbGr49O62 golden leaves	Mon Jun 23 01:32:57 +0000 2014
NA	2272	positive	lava lamp sky tonight...amazing!	Mon Jun 23 00:21:36 +0000 2014
NA	2273	negative	live sushi is taking it way too far	Sun Jun 22 23:33:51 +0000 2014
NA	2274	neutral	"it's a half an inch of water, you think you're going to drown.." http://t.co/xgp1rhBylb #norahjones	Sun Jun 22 23:18:08 +0000 2014
NA	2275	positive	starting this day in a good way	Sun Jun 22 14:27:12 +0000 2014
NA	2276	neutral	i'm always chasing rainbows http://t.co/J2wyeZBJBb	Sun Jun 22 03:28:59 +0000 2014
NA	2277	neutral	http://t.co/XXkwIRTbKj maggie may	Sun Jun 22 03:11:47 +0000 2014
NA	2278	neutral	RT @HistoricalPics: George Harrison http://t.co/KtQ1j9ggPt	Sun Jun 22 03:11:17 +0000 2014
NA	2279	negative	slow dancing in a burning room http://t.co/Z7Q5sqZBC3	Sun Jun 22 00:31:14 +0000 2014
NA	2280	neutral	veg summer lunch http://t.co/by2QIHjeVs	Sat Jun 21 21:57:01 +0000 2014
NA	2281	positive	RT @adamdstyle: Carpe Diem. Happy Saturday! #livelifeuptown #lovesaintjohn http://t.co/tZB5cqkz7g	Sat Jun 21 10:07:31 +0000 2014
NA	2282	positive	@derodebbie @NatLuvsBonJovi it's a matter of taste, of course.  only my humble opinion	Fri Jun 20 11:13:26 +0000 2014
NA	2283	positive	interesting http://t.co/zzrdSVilQe	Fri Jun 20 10:55:48 +0000 2014
NA	2284	negative	grown women should not wear capris #FashionFauxPas	Fri Jun 20 01:39:08 +0000 2014
NA	2285	negative	@marketingcloud why do i dislike this?	Thu Jun 19 14:22:21 +0000 2014
NA	2286	positive	"it's better to have a bit of don draper than no don draper at all"  #madmen	Thu Jun 19 01:39:33 +0000 2014
NA	2287	positive	a pretty good shot at defining love, though still not quite.. http://t.co/BcJsiBVAhJ	Thu Jun 19 01:24:53 +0000 2014
NA	2288	positive	@brainpicker now, i have to read this. :)	Thu Jun 19 01:13:50 +0000 2014
NA	2289	neutral	born with style, this kid shines! all of these boys do. http://t.co/mAcPHjMuVy   #feelgoodstory	Wed Jun 18 23:58:02 +0000 2014
NA	2290	positive	I just used Shazam to discover I Wish You Well by Tom Cochrane. http://t.co/lTapzPKxdS	Wed Jun 18 21:32:24 +0000 2014
NA	2291	positive	RT @seguincbc: #cbcsummerselfie Contest starts Monday. Send us your Summer Selfie in your Fav NB location, tell us why it's your fav. Weekl…	Wed Jun 18 14:41:05 +0000 2014
NA	2292	neutral	RT @mymodernmet: Bob Mazzer's revealing London underground photos were taken over four decades http://t.co/GvzRJTUB3M http://t.co/R0Ow6bLISf	Wed Jun 18 14:40:29 +0000 2014
NA	2293	positive	excellent!  thanks for sharing this :) RT @WiseMade How to Stop Being Busy http://t.co/l8tGCyCnhO	Wed Jun 18 14:08:25 +0000 2014
NA	2294	positive	@mdhiggs yes, typical. we droids can keep up, i think :)	Wed Jun 18 02:33:54 +0000 2014
NA	2295	neutral	RT @lawmans82: #Realistic #Painting by Lee Price http://t.co/Jf8iFrWxeR	Wed Jun 18 02:29:45 +0000 2014
NA	2296	positive	iPhone photography awards, 2014 @ippawards. not surprisingly, only for iPhone/other 'i's. still, quite cool.  https://t.co/PJvbvncpS5	Wed Jun 18 02:22:17 +0000 2014
NA	2297	neutral	RT @treysat: Be this guy. http://t.co/3tkecpqFjU	Mon Jun 16 22:23:12 +0000 2014
NA	2298	positive	I just used Shazam to discover Somebody To Love by Queen. http://t.co/D4iqCFKko7	Mon Jun 16 20:57:15 +0000 2014
NA	2299	negative	to realize where you should be, recognize where you don't belong	Mon Jun 16 02:26:53 +0000 2014
NA	2300	positive	@morgankatemagee ..Looking for a great job with benefits there is SJ Starbucks Hiring Fair on Thur May 19 @ Saint John Public Library 11-3	Sun Jun 15 23:52:10 +0000 2014
NA	2301	positive	no, not 'father and son.'  ;) http://t.co/xh9BLhyA5W one of my fav #catstevens performances	Sun Jun 15 23:46:55 +0000 2014
NA	2302	positive	@canaansmith same eyes :)	Sun Jun 15 23:40:25 +0000 2014
NA	2303	neutral	#tomwaits http://t.co/rm9lQGzCNC	Sat Jun 14 20:59:35 +0000 2014
NA	2304	negative	i'm so not a groupie.	Fri Jun 13 16:50:26 +0000 2014
NA	2305	neutral	'do i need to remind you of the finite nature of life?'	Fri Jun 13 00:12:25 +0000 2014
NA	2306	positive	marilyn=hellmann's, jackie=miracle whip	Thu Jun 12 23:56:55 +0000 2014
NA	2307	positive	'englishman in new york' is a perfect song for an about to rain afternoon in the city.  #sting #needtogettonycasap	Thu Jun 12 19:14:49 +0000 2014
NA	2308	negative	RT @HuffPostCeleb: RIP John Wayne, who died 35 years ago today http://t.co/BWUglwy4v4	Thu Jun 12 17:08:03 +0000 2014
NA	2309	neutral	RT @HistoricaDev: Looking to live in the most pristine apartments that @UptownSaintJohn has to offer? http://t.co/d7uavS1hVp http://t.co/0A…	Thu Jun 12 15:44:34 +0000 2014
NA	2310	positive	point driven home right here - http://t.co/PATYfnF59p	Thu Jun 12 03:25:23 +0000 2014
NA	2311	positive	RT @MITCHELLROYEL: one humble step at a time. // #mitchellroyel http://t.co/vngK5Tc1sp	Thu Jun 12 03:15:55 +0000 2014
NA	2312	negative	"most people overestimate what they can do in one year and underestimate what they can do in ten years." #billgates	Thu Jun 12 03:13:56 +0000 2014
NA	2313	negative	http://t.co/ekJ3LWHLuZ within sight othe baronness,seething spite for this live largesse,by her side sits the baron,her barrenness barbs her	Thu Jun 12 02:00:35 +0000 2014
NA	2314	positive	fascinating portraiture by Jota Leal. http://t.co/msIGHtQ1Yc absolutely love.  FB -&gt; https://t.co/GkTVUvhwOq	Tue Jun 10 13:02:38 +0000 2014
NA	2315	positive	@EspressoCanvas it's very important :)  simple, but so many miss it fully. have a beautiful day, j..	Tue Jun 10 12:20:24 +0000 2014
NA	2316	positive	hey, @wyattalawrence ...it will be nice to see you uptown this summer!  :) https://t.co/pRig7BUGlk @sculpturesj	Tue Jun 10 00:20:15 +0000 2014
NA	2317	positive	RT @FIFAWorldCup: SUPER SNAP: This week's image sees a Rio de Janeiro favela match watched by #worldcup stars - http://t.co/WNrv0pwNUC http…	Mon Jun 09 16:02:02 +0000 2014
NA	2318	positive	Isn't this ironic. http://t.co/AzB0RQHRB7	Mon Jun 09 14:56:35 +0000 2014
NA	2319	positive	RT @iagdotme: 17 "Humans of" Facebook Pages You Should Like &amp; Follow http://t.co/e9TaidQG2z via @AskAaronLee	Mon Jun 09 02:24:53 +0000 2014
NA	2320	negative	RT @Harrysatolok: My kids are more conservative than I am. I think they may be non-conforming by conforming. Conservatism is the new radica…	Mon Jun 09 01:42:21 +0000 2014
NA	2321	positive	anddddd... @PinkMartiniBand http://t.co/Erj5ylgmHe love this energy and animation on the keys! :)	Mon Jun 09 01:40:20 +0000 2014
NA	2322	negative	Iron by @Woodkid http://t.co/hAR9tIiKvl 'i want to feel the pain and the bitter taste, of the blood on my lips again.'	Mon Jun 09 01:21:13 +0000 2014
NA	2323	negative	really good advice: live until you die	Sun Jun 08 19:49:02 +0000 2014
NA	2324	positive	RT @TheUnNovelist: Risk and refinement--the yin and yang of creative excellence. http://t.co/ackcJm9zcv	Sun Jun 08 02:07:06 +0000 2014
NA	2325	positive	RT @CrimeSceneCandy: Picked up more frames today getting ready to sell some art. Trying to raise funds for a trip to #nyc… http://t.co/r3K2…	Sun Jun 08 01:50:54 +0000 2014
NA	2326	positive	RT @grahammackenney: Very fortunate to live in such a beautiful place. #renaissancecity #saintjohn #sailing http://t.co/BK4cVnOEh7	Sun Jun 08 00:29:26 +0000 2014
NA	2327	neutral	RT @SyckHockey: CN Tower in TO lit up Red, Blue &amp; Gold tonight in honour of the RCMP officers who were killed in Moncton.#trueheroes http:…	Sun Jun 08 00:09:20 +0000 2014
NA	2328	positive	RT @ChrisDurso: My father is my hero! Here he is about to pray over our nation at Yankee Stadium. I can't think of… http://t.co/2yJlJ1swkW	Sat Jun 07 23:18:06 +0000 2014
NA	2329	negative	we are all over the place on this planet, and i don't mean literally. extremes in all directions. crazy.	Sat Jun 07 22:31:54 +0000 2014
NA	2330	neutral	@shannonmagee's been suggesting this one too! RT @kevindeshields If you want to see a glimpse of the Kingdom of God, watch Derek on Netflix.	Sat Jun 07 22:28:06 +0000 2014
NA	2331	positive	respect, admiration and honour #rcmpmoncton #rcmp #rcmpnb http://t.co/dOjBfpi3q6	Sat Jun 07 19:31:28 +0000 2014
NA	2332	neutral	I just used Shazam to discover Things Have Changed by Curtis Stigers. http://t.co/9zQrNyJHdZ	Fri Jun 06 18:44:57 +0000 2014
NA	2333	negative	how many names of murderers from the past do we remember, vs the victims names? human nature isn't always pretty.	Fri Jun 06 12:28:38 +0000 2014
NA	2334	positive	RT @KarMarSJ: Rest in Peace. Thank you.#Moncton #RCMPNB #monctonshooting http://t.co/oJXGKQAPOH	Fri Jun 06 12:25:37 +0000 2014
NA	2335	neutral	"i yam what i yam and tha's all what i yam" ~popeye	Fri Jun 06 11:32:29 +0000 2014
NA	2336	negative	RT @socialzigzee: "Indifference and neglect often do much more damage than outright dislike." - J. K. Rowling	Fri Jun 06 04:52:39 +0000 2014
NA	2337	negative	RT @slashcoleman: We can destroy what we have loved, but we cannot unlove it.	Fri Jun 06 04:17:12 +0000 2014
NA	2338	positive	one for the bearded man. :) http://t.co/J8vUPt9a4L	Fri Jun 06 02:56:44 +0000 2014
NA	2339	negative	if in doubt, do it OR if in doubt, don't do it???	Fri Jun 06 00:45:08 +0000 2014
NA	2340	positive	"you're going to need a stronger stomach if you're going to be back in the kitchen seeing how the sausage is made."	Thu Jun 05 21:56:03 +0000 2014
NA	2341	neutral	RT @thewrightpage: Necklines: http://t.co/RsHlWvVcdm	Thu Jun 05 20:54:46 +0000 2014
NA	2342	negative	RT @nakedpastor: Hehehe. Sometimes just being silly is fun. "The root of hypocrisy is a lack of self-awareness." (CARTOON): http://t.co/dvR…	Thu Jun 05 20:49:50 +0000 2014
NA	2343	positive	early #FF not the main reason to follow, but a good one! MT @DrGotts When I reach 5000followers I shall choose one at random to send a print	Thu Jun 05 20:09:15 +0000 2014
NA	2344	positive	RT @JMackenzieSJ: Getting ready to plant  marigolds on Main Street. Taking a moment of silence for. #prayforMoncton. http://t.co/uXogBChHLJ	Thu Jun 05 12:43:38 +0000 2014
NA	2345	positive	'I've sat upon the setting sun..I've swam upon the devil's lake..' and i never say never ;) #catstevens	Wed Jun 04 13:36:37 +0000 2014
NA	2346	neutral	"Live the questions now. Perhaps then someday far in the future you will gradually, without even noticing it, live your way into the answer"	Wed Jun 04 02:37:32 +0000 2014
NA	2347	positive	i just found a tootsie roll.  it's like gold. :)	Tue Jun 03 22:00:30 +0000 2014
NA	2348	neutral	anybody in the #saintjohn area want to buy a townhouse?	Tue Jun 03 21:30:22 +0000 2014
NA	2349	neutral	i just mowed my lawn with a whipper-snipper. #urbanliving #lickitysplit	Tue Jun 03 21:29:11 +0000 2014
NA	2350	positive	oh my! adorbs!!! Love it! MT @burnettisms ..my girl's in a model search contest! Like &amp; comment? #livelifeuptown http://t.co/7nAzKbLJHB	Tue Jun 03 17:35:45 +0000 2014
NA	2351	positive	RT @4shish: Keep your heart a little softer than your head...	Tue Jun 03 17:08:26 +0000 2014
NA	2352	positive	@MichaelMickD  ahhhh...pleasure was all mine m'dear. #mistercharmingpants @SJAH_NB, always a great place for a mid-day break!	Tue Jun 03 16:30:07 +0000 2014
NA	2353	positive	@adamdstyle haha, true. hair stylists not included ;)	Tue Jun 03 12:46:34 +0000 2014
NA	2354	positive	get this through your head - you are not responsible for other people's happiness. http://t.co/lgROIuFemd	Tue Jun 03 12:42:21 +0000 2014
NA	2355	positive	such a nice walk tonight with @shannonmagee! one moment made our day..week..year..maybe even lifetime.  sometimes the small things are BIG:)	Tue Jun 03 01:41:17 +0000 2014
NA	2356	positive	'do a barrel roll,' and more. gotta love #google. http://t.co/jZncvmPBbp ..searching made easy!	Tue Jun 03 01:10:09 +0000 2014
NA	2357	negative	RT @ToddAdkins: Don't let your happiness depend on something that you may lose. ~CS Lewis http://t.co/qYU0lsTCyc	Mon Jun 02 19:41:44 +0000 2014
NA	2358	positive	Weak Size Fish // Live on Stage @ Folly Fest 2013: http://t.co/8HQ2FgRj1u just dug out @weaksizefish CD. Perfect summer tunes!	Mon Jun 02 15:09:33 +0000 2014
